location,wind_avg,precip,temp_avg,temp_max,temp_min,timestamp
Hayward,3.36,0,52,66,41,2022-11-27 00:00:00
Hayward,6.71,0,51,60,43,2022-11-28 00:00:00
Hayward,4.92,0,48,56,37,2022-11-29 00:00:00
Hayward,5.37,0,46,58,37,2022-11-30 00:00:00
Hayward,8.95,0.51,50,52,,2022-12-01 00:00:00
Hayward,6.71,0,45,56,,2022-12-02 00:00:00
Hayward,2.46,0.83,47,50,45,2022-12-03 00:00:00
Hayward,6.71,0.05,51,62,46,2022-12-04 00:00:00
Hayward,6.71,0.03,53,60,46,2022-12-05 00:00:00
Hayward,5.37,0.02,51,58,43,2022-12-06 00:00:00
Hayward,4.03,0,47,58,40,2022-12-07 00:00:00
Hayward,6.93,0.02,47,57,40,2022-12-08 00:00:00
Hayward,2.91,0,51,56,43,2022-12-09 00:00:00
Hayward,12.75,1.27,54,60,46,2022-12-10 00:00:00
Hayward,10.51,0.43,50,53,46,2022-12-11 00:00:00
Hayward,6.49,0.04,48,53,40,2022-12-12 00:00:00
Hayward,3.13,0,44,54,36,2022-12-13 00:00:00
Hayward,3.8,0,44,53,37,2022-12-14 00:00:00
Hayward,4.7,0,46,55,39,2022-12-15 00:00:00
Hayward,5.14,0,46,59,37,2022-12-16 00:00:00
Hayward,3.58,0,46,54,36,2022-12-17 00:00:00
Hayward,4.7,0,45,54,36,2022-12-18 00:00:00
Hayward,8.5,0,44,49,38,2022-12-19 00:00:00
Hayward,4.92,0.01,46,55,43,2022-12-20 00:00:00
Hayward,3.58,0,48,58,40,2022-12-21 00:00:00
Hayward,5.14,0,50,59,44,2022-12-22 00:00:00
Hayward,4.7,0,51,58,46,2022-12-23 00:00:00
Hayward,3.8,0,51,59,42,2022-12-24 00:00:00
Hayward,2.68,0,53,62,44,2022-12-25 00:00:00
Hayward,4.47,0.19,51,57,46,2022-12-26 00:00:00
Hayward,9.17,1.54,55,58,48,2022-12-27 00:00:00
Hayward,2.91,0,49,58,41,2022-12-28 00:00:00
Hayward,6.49,0.45,51,57,49,2022-12-29 00:00:00
Hayward,10.07,0.8,56,62,54,2022-12-30 00:00:00
Hayward,6.49,4.34,59,58,49,2022-12-31 00:00:00
Concord,3.13,0,52,66,44,2020-01-01 00:00:00
Concord,3.13,0,53,66,42,2020-01-02 00:00:00
Concord,2.68,0,49,60,38,2020-01-03 00:00:00
Concord,4.25,0,51,61,41,2020-01-04 00:00:00
Concord,4.7,0,49,61,38,2020-01-05 00:00:00
Concord,2.68,0,48,60,38,2020-01-06 00:00:00
Concord,3.58,0,44,59,35,2020-01-07 00:00:00
Concord,5.14,0.01,51,58,43,2020-01-08 00:00:00
Concord,6.93,0.05,51,54,40,2020-01-09 00:00:00
Concord,4.25,0,46,61,37,2020-01-10 00:00:00
Concord,8.95,0.02,52,59,43,2020-01-11 00:00:00
Concord,6.49,0.01,47,56,38,2020-01-12 00:00:00
Concord,9.84,0,50,58,42,2020-01-13 00:00:00
Concord,9.17,0.01,52,58,41,2020-01-14 00:00:00
Concord,4.47,0,45,56,37,2020-01-15 00:00:00
Concord,11.41,0.73,49,53,43,2020-01-16 00:00:00
Concord,4.92,0,44,48,37,2020-01-17 00:00:00
Concord,4.47,0,47,55,42,2020-01-18 00:00:00
Concord,4.92,0,47,51,40,2020-01-19 00:00:00
Concord,2.01,0,46,54,43,2020-01-20 00:00:00
Concord,6.93,0.02,51,60,43,2020-01-21 00:00:00
Concord,2.68,0,56,63,47,2020-01-22 00:00:00
Concord,3.13,0,51,58,43,2020-01-23 00:00:00
Concord,5.14,0,53,65,44,2020-01-24 00:00:00
Concord,3.36,0,57,64,52,2020-01-25 00:00:00
Concord,8.5,0.12,59,63,49,2020-01-26 00:00:00
Concord,6.71,0,53,62,46,2020-01-27 00:00:00
Concord,6.71,0,54,62,45,2020-01-28 00:00:00
Concord,4.25,0,51,64,42,2020-01-29 00:00:00
Concord,4.03,0,54,66,47,2020-01-30 00:00:00
Concord,2.91,0,55,67,45,2020-01-31 00:00:00
Concord,3.13,0,52,65,42,2020-02-01 00:00:00
Concord,14.32,0,53,58,43,2020-02-02 00:00:00
Concord,8.28,0,46,56,33,2020-02-03 00:00:00
Concord,6.49,0,47,57,34,2020-02-04 00:00:00
Concord,2.24,0,47,65,36,2020-02-05 00:00:00
Concord,2.24,0,51,66,37,2020-02-06 00:00:00
Concord,1.12,0,51,69,38,2020-02-07 00:00:00
Concord,2.91,0,52,63,40,2020-02-08 00:00:00
Concord,16.11,0,54,63,46,2020-02-09 00:00:00
Concord,5.82,0,54,74,38,2020-02-10 00:00:00
Concord,4.47,0,62,77,46,2020-02-11 00:00:00
Concord,2.46,0,56,70,41,2020-02-12 00:00:00
Concord,6.04,0,52,61,40,2020-02-13 00:00:00
Concord,4.92,0,53,65,48,2020-02-14 00:00:00
Concord,3.13,0,54,66,43,2020-02-15 00:00:00
Concord,7.16,0,56,66,48,2020-02-16 00:00:00
Concord,4.7,0,56,74,42,2020-02-17 00:00:00
Concord,3.58,0,57,68,45,2020-02-18 00:00:00
Concord,2.01,0,53,67,38,2020-02-19 00:00:00
Concord,3.8,0,54,67,41,2020-02-20 00:00:00
Concord,3.36,0,57,73,44,2020-02-21 00:00:00
Concord,9.84,0,58,70,45,2020-02-22 00:00:00
Concord,8.28,0,55,67,47,2020-02-23 00:00:00
Concord,4.25,0,56,74,42,2020-02-24 00:00:00
Concord,4.25,0,59,76,44,2020-02-25 00:00:00
Concord,2.68,0,59,75,44,2020-02-26 00:00:00
Concord,4.03,0,60,77,46,2020-02-27 00:00:00
Concord,4.25,0,60,75,47,2020-02-28 00:00:00
Concord,11.86,0,59,65,50,2020-02-29 00:00:00
Concord,8.72,0,52,61,46,2020-03-01 00:00:00
Concord,9.4,0,58,73,43,2020-03-02 00:00:00
Concord,3.8,0,60,77,47,2020-03-03 00:00:00
Concord,3.36,0,61,79,46,2020-03-04 00:00:00
Concord,7.83,0,58,66,46,2020-03-05 00:00:00
Concord,9.17,0,56,61,51,2020-03-06 00:00:00
Concord,6.71,0.13,53,58,46,2020-03-07 00:00:00
Concord,2.24,0,50,58,42,2020-03-08 00:00:00
Concord,4.03,0,54,67,45,2020-03-09 00:00:00
Concord,4.47,0,58,74,45,2020-03-10 00:00:00
Concord,4.7,0,62,74,49,2020-03-11 00:00:00
Concord,5.37,0,61,76,47,2020-03-12 00:00:00
Concord,11.63,0,58,68,44,2020-03-13 00:00:00
Concord,8.72,0.33,53,53,50,2020-03-14 00:00:00
Concord,8.05,0.26,51,56,47,2020-03-15 00:00:00
Concord,4.03,0.26,47,53,41,2020-03-16 00:00:00
Concord,4.25,0,47,57,40,2020-03-17 00:00:00
Concord,3.8,0.42,50,55,46,2020-03-18 00:00:00
Concord,3.36,0,52,63,45,2020-03-19 00:00:00
Concord,4.25,0,52,65,42,2020-03-20 00:00:00
Concord,4.03,0,53,66,43,2020-03-21 00:00:00
Concord,5.14,0,55,70,44,2020-03-22 00:00:00
Concord,12.3,0,56,60,50,2020-03-23 00:00:00
Concord,8.05,0.1,53,60,46,2020-03-24 00:00:00
Concord,7.61,0,49,59,40,2020-03-25 00:00:00
Concord,6.04,0,48,61,36,2020-03-26 00:00:00
Concord,8.72,0,51,62,39,2020-03-27 00:00:00
Concord,4.92,0.17,53,59,48,2020-03-28 00:00:00
Concord,3.8,0.03,54,60,48,2020-03-29 00:00:00
Concord,5.37,0,55,66,48,2020-03-30 00:00:00
Concord,7.61,0,57,68,48,2020-03-31 00:00:00
Concord,7.38,0,56,65,46,2020-04-01 00:00:00
Concord,6.04,0,54,68,40,2020-04-02 00:00:00
Concord,7.83,0,55,67,44,2020-04-03 00:00:00
Concord,10.29,0.1,53,59,47,2020-04-04 00:00:00
Concord,8.05,0.22,54,55,44,2020-04-05 00:00:00
Concord,3.8,0.15,48,55,40,2020-04-06 00:00:00
Concord,4.7,0,48,67,38,2020-04-07 00:00:00
Concord,7.83,0,56,68,48,2020-04-08 00:00:00
Concord,5.37,0,57,64,54,2020-04-09 00:00:00
Concord,7.38,0,60,70,50,2020-04-10 00:00:00
Concord,9.84,0,57,64,52,2020-04-11 00:00:00
Concord,8.5,0,58,73,53,2020-04-12 00:00:00
Concord,6.93,0,60,76,51,2020-04-13 00:00:00
Concord,5.82,0,62,82,43,2020-04-14 00:00:00
Concord,4.25,0,65,84,48,2020-04-15 00:00:00
Concord,10.07,0,62,73,54,2020-04-16 00:00:00
Concord,10.51,0,58,65,53,2020-04-17 00:00:00
Concord,8.5,0,59,67,52,2020-04-18 00:00:00
Concord,7.61,0,58,68,51,2020-04-19 00:00:00
Concord,8.95,0,58,66,52,2020-04-20 00:00:00
Concord,10.07,0,60,75,50,2020-04-21 00:00:00
Concord,8.72,0,64,82,53,2020-04-22 00:00:00
Concord,7.83,0,69,83,57,2020-04-23 00:00:00
Concord,4.7,0,71,89,53,2020-04-24 00:00:00
Concord,6.26,0,72,88,56,2020-04-25 00:00:00
Concord,10.74,0,69,81,57,2020-04-26 00:00:00
Concord,8.72,0,67,83,55,2020-04-27 00:00:00
Concord,8.5,0,72,89,58,2020-04-28 00:00:00
Concord,13.42,0,67,78,56,2020-04-29 00:00:00
Concord,10.74,0,65,81,55,2020-04-30 00:00:00
Concord,9.84,0,65,80,51,2020-05-01 00:00:00
Concord,9.84,0,64,73,56,2020-05-02 00:00:00
Concord,7.61,0,62,75,49,2020-05-03 00:00:00
Concord,7.61,0,64,83,49,2020-05-04 00:00:00
Concord,10.74,0,67,82,52,2020-05-05 00:00:00
Concord,4.92,0,66,86,52,2020-05-06 00:00:00
Concord,4.47,0,71,92,52,2020-05-07 00:00:00
Concord,3.8,0,74,96,52,2020-05-08 00:00:00
Concord,8.28,0,70,88,52,2020-05-09 00:00:00
Concord,11.41,0,63,74,54,2020-05-10 00:00:00
Concord,10.07,0.08,61,77,53,2020-05-11 00:00:00
Concord,11.41,0,61,70,56,2020-05-12 00:00:00
Concord,9.17,0.01,60,71,50,2020-05-13 00:00:00
Concord,8.05,0.01,60,70,54,2020-05-14 00:00:00
Concord,7.38,0,64,78,54,2020-05-15 00:00:00
Concord,13.2,0,66,76,57,2020-05-16 00:00:00
Concord,11.63,0.12,66,76,60,2020-05-17 00:00:00
Concord,10.51,0.16,62,69,55,2020-05-18 00:00:00
Concord,10.51,0,61,73,52,2020-05-19 00:00:00
Concord,8.5,0,62,76,54,2020-05-20 00:00:00
Concord,9.17,0,66,83,54,2020-05-21 00:00:00
Concord,8.5,0,66,79,54,2020-05-22 00:00:00
Concord,6.71,0,67,86,51,2020-05-23 00:00:00
Concord,4.7,0,71,92,53,2020-05-24 00:00:00
Concord,4.25,0,78,99,60,2020-05-25 00:00:00
Concord,4.92,0,81,102,62,2020-05-26 00:00:00
Concord,6.93,0,85,100,63,2020-05-27 00:00:00
Concord,7.83,0,75,96,58,2020-05-28 00:00:00
Concord,13.42,0,68,79,57,2020-05-29 00:00:00
Concord,7.61,0.08,67,75,60,2020-05-30 00:00:00
Concord,7.61,0,65,76,58,2020-05-31 00:00:00
Concord,8.5,0,68,85,59,2020-06-01 00:00:00
Concord,6.26,0,76,96,59,2020-06-02 00:00:00
Concord,4.92,0,81,101,63,2020-06-03 00:00:00
Concord,8.5,0,81,100,60,2020-06-04 00:00:00
Concord,19.01,0,67,70,57,2020-06-05 00:00:00
Concord,15.21,0,63,75,57,2020-06-06 00:00:00
Concord,12.08,0,62,73,54,2020-06-07 00:00:00
Concord,6.71,0,66,83,50,2020-06-08 00:00:00
Concord,5.82,0,72,92,56,2020-06-09 00:00:00
Concord,7.38,0,78,96,61,2020-06-10 00:00:00
Concord,10.96,0,77,92,63,2020-06-11 00:00:00
Concord,14.76,0,68,73,59,2020-06-12 00:00:00
Concord,10.74,0,65,74,57,2020-06-13 00:00:00
Concord,9.17,0,67,84,58,2020-06-14 00:00:00
Concord,10.74,0,71,83,61,2020-06-15 00:00:00
Concord,9.17,0,67,80,57,2020-06-16 00:00:00
Concord,5.14,0,71,91,55,2020-06-17 00:00:00
Concord,4.92,0,78,96,58,2020-06-18 00:00:00
Concord,9.17,0,76,91,59,2020-06-19 00:00:00
Concord,11.18,0,69,84,57,2020-06-20 00:00:00
Concord,12.08,0,72,92,60,2020-06-21 00:00:00
Concord,9.4,0,72,95,60,2020-06-22 00:00:00
Concord,10.29,0,74,93,58,2020-06-23 00:00:00
Concord,11.18,0,72,94,59,2020-06-24 00:00:00
Concord,10.74,0,74,92,61,2020-06-25 00:00:00
Concord,10.51,0,74,93,59,2020-06-26 00:00:00
Concord,13.2,0,72,84,59,2020-06-27 00:00:00
Concord,19.69,0,65,75,57,2020-06-28 00:00:00
Concord,6.71,0,68,88,56,2020-06-29 00:00:00
Concord,8.28,0,74,94,59,2020-06-30 00:00:00
Concord,9.62,0,72,89,59,2020-07-01 00:00:00
Concord,10.96,0,67,81,56,2020-07-02 00:00:00
Concord,10.51,0,65,85,57,2020-07-03 00:00:00
Concord,6.26,0,73,96,56,2020-07-04 00:00:00
Concord,10.07,0,80,94,63,2020-07-05 00:00:00
Concord,14.09,0,73,87,58,2020-07-06 00:00:00
Concord,9.62,0,68,90,56,2020-07-07 00:00:00
Concord,10.96,0,76,93,60,2020-07-08 00:00:00
Concord,8.95,0,74,97,60,2020-07-09 00:00:00
Concord,7.83,0,80,98,64,2020-07-10 00:00:00
Concord,6.26,0,78,102,59,2020-07-11 00:00:00
Concord,8.5,0,80,102,60,2020-07-12 00:00:00
Concord,15.21,0,75,85,60,2020-07-13 00:00:00
Concord,10.51,0,69,86,59,2020-07-14 00:00:00
Concord,10.07,0,70,88,59,2020-07-15 00:00:00
Concord,11.86,0,68,85,58,2020-07-16 00:00:00
Concord,11.41,0,67,80,59,2020-07-17 00:00:00
Concord,10.29,0,69,92,58,2020-07-18 00:00:00
Concord,10.51,0,70,83,59,2020-07-19 00:00:00
Concord,10.96,0,67,79,59,2020-07-20 00:00:00
Concord,9.62,0,67,84,57,2020-07-21 00:00:00
Concord,11.63,0,67,80,59,2020-07-22 00:00:00
Concord,9.62,0,68,86,59,2020-07-23 00:00:00
Concord,13.87,0,69,85,59,2020-07-24 00:00:00
Concord,10.07,0,68,92,56,2020-07-25 00:00:00
Concord,9.4,0,71,89,59,2020-07-26 00:00:00
Concord,8.05,0,72,91,58,2020-07-27 00:00:00
Concord,8.05,0,71,91,56,2020-07-28 00:00:00
Concord,7.83,0,71,90,56,2020-07-29 00:00:00
Concord,8.05,0,71,89,58,2020-07-30 00:00:00
Concord,10.29,0,70,90,56,2020-07-31 00:00:00
Concord,11.86,0,72,93,59,2020-08-01 00:00:00
Concord,11.63,0,73,93,59,2020-08-02 00:00:00
Concord,12.3,0,78,96,62,2020-08-03 00:00:00
Concord,17.45,0,71,86,60,2020-08-04 00:00:00
Concord,21.03,0,64,72,59,2020-08-05 00:00:00
Concord,13.42,0,68,87,59,2020-08-06 00:00:00
Concord,10.51,0,71,90,60,2020-08-07 00:00:00
Concord,8.5,0,74,92,60,2020-08-08 00:00:00
Concord,7.16,0,75,98,59,2020-08-09 00:00:00
Concord,8.72,0,76,92,60,2020-08-10 00:00:00
Concord,10.96,0,69,81,60,2020-08-11 00:00:00
Concord,7.38,0,70,95,59,2020-08-12 00:00:00
Concord,5.82,0,77,101,60,2020-08-13 00:00:00
Concord,3.8,0,86,106,71,2020-08-14 00:00:00
Concord,7.61,0,88,106,70,2020-08-15 00:00:00
Concord,8.72,0.02,88,106,76,2020-08-16 00:00:00
Concord,4.25,0,85,99,73,2020-08-17 00:00:00
Concord,5.82,0,85,106,71,2020-08-18 00:00:00
Concord,7.61,0,87,104,70,2020-08-19 00:00:00
Concord,9.17,0,80,94,65,2020-08-20 00:00:00
Concord,10.29,0,76,96,64,2020-08-21 00:00:00
Concord,6.71,0,80,98,66,2020-08-22 00:00:00
Concord,8.28,0,78,94,63,2020-08-23 00:00:00
Concord,7.61,0,78,92,66,2020-08-24 00:00:00
Concord,9.4,0,74,88,62,2020-08-25 00:00:00
Concord,10.74,0,72,86,58,2020-08-26 00:00:00
Concord,10.51,0,66,86,57,2020-08-27 00:00:00
Concord,7.16,0,69,87,57,2020-08-28 00:00:00
Concord,9.62,0,69,83,58,2020-08-29 00:00:00
Concord,8.5,0,67,87,56,2020-08-30 00:00:00
Concord,6.71,0,69,86,57,2020-08-31 00:00:00
Concord,8.72,0,67,78,58,2020-09-01 00:00:00
Concord,9.62,0,67,81,60,2020-09-02 00:00:00
Concord,9.62,0,67,84,59,2020-09-03 00:00:00
Concord,7.38,0,70,94,58,2020-09-04 00:00:00
Concord,2.91,0,79,104,60,2020-09-05 00:00:00
Concord,2.91,0,88,110,71,2020-09-06 00:00:00
Concord,5.14,0,91,112,71,2020-09-07 00:00:00
Concord,3.36,0,83,96,66,2020-09-08 00:00:00
Concord,3.58,0,68,67,60,2020-09-09 00:00:00
Concord,2.91,0,62,71,57,2020-09-10 00:00:00
Concord,2.68,0,66,84,57,2020-09-11 00:00:00
Concord,2.68,0,71,91,56,2020-09-12 00:00:00
Concord,6.26,0,70,83,57,2020-09-13 00:00:00
Concord,7.38,0,67,84,57,2020-09-14 00:00:00
Concord,6.71,0,69,87,58,2020-09-15 00:00:00
Concord,9.62,0,72,89,63,2020-09-16 00:00:00
Concord,7.83,0,73,89,62,2020-09-17 00:00:00
Concord,8.72,0,71,81,64,2020-09-18 00:00:00
Concord,6.04,0,70,87,61,2020-09-19 00:00:00
Concord,4.03,0,75,92,58,2020-09-20 00:00:00
Concord,7.61,0,73,92,58,2020-09-21 00:00:00
Concord,12.08,0,71,89,61,2020-09-22 00:00:00
Concord,9.84,0,73,88,61,2020-09-23 00:00:00
Concord,11.18,0,73,86,63,2020-09-24 00:00:00
Concord,10.29,0,70,86,60,2020-09-25 00:00:00
Concord,4.92,0,73,91,61,2020-09-26 00:00:00
Concord,4.92,0,78,96,62,2020-09-27 00:00:00
Concord,5.82,0,83,99,66,2020-09-28 00:00:00
Concord,4.25,0,76,91,61,2020-09-29 00:00:00
Concord,3.13,0,72,96,58,2020-09-30 00:00:00
Concord,0.67,0,80,97,64,2020-10-01 00:00:00
Concord,0.89,0,77,94,61,2020-10-02 00:00:00
Concord,2.24,0,76,101,58,2020-10-03 00:00:00
Concord,3.58,0,74,94,56,2020-10-04 00:00:00
Concord,2.91,0,72,95,54,2020-10-05 00:00:00
Concord,3.8,0,71,91,56,2020-10-06 00:00:00
Concord,6.26,0,67,81,55,2020-10-07 00:00:00
Concord,8.72,0,63,72,58,2020-10-08 00:00:00
Concord,6.93,0,64,77,58,2020-10-09 00:00:00
Concord,8.05,0,67,74,59,2020-10-10 00:00:00
Concord,3.36,0,67,83,54,2020-10-11 00:00:00
Concord,3.36,0,69,88,55,2020-10-12 00:00:00
Concord,2.24,0,71,92,57,2020-10-13 00:00:00
Concord,2.46,0,75,96,60,2020-10-14 00:00:00
Concord,5.59,0,79,93,63,2020-10-15 00:00:00
Concord,6.26,0,80,95,65,2020-10-16 00:00:00
Concord,2.91,0,75,96,58,2020-10-17 00:00:00
Concord,2.91,0,74,93,56,2020-10-18 00:00:00
Concord,3.8,0,71,90,56,2020-10-19 00:00:00
Concord,2.46,0,71,90,55,2020-10-20 00:00:00
Concord,2.68,0,71,91,53,2020-10-21 00:00:00
Concord,4.25,0,70,83,54,2020-10-22 00:00:00
Concord,4.47,0,62,76,49,2020-10-23 00:00:00
Concord,6.26,0,60,70,52,2020-10-24 00:00:00
Concord,10.51,0,62,73,58,2020-10-25 00:00:00
Concord,7.83,0,65,76,50,2020-10-26 00:00:00
Concord,3.13,0,61,77,48,2020-10-27 00:00:00
Concord,2.01,0,59,77,43,2020-10-28 00:00:00
Concord,2.46,0,60,79,45,2020-10-29 00:00:00
Concord,2.01,0,59,79,45,2020-10-30 00:00:00
Concord,2.91,0,60,81,45,2020-10-31 00:00:00
Concord,3.13,0,61,82,46,2020-11-01 00:00:00
Concord,2.91,0,63,84,47,2020-11-02 00:00:00
Concord,3.13,0,62,78,47,2020-11-03 00:00:00
Concord,2.68,0,61,80,49,2020-11-04 00:00:00
Concord,2.91,0,66,86,53,2020-11-05 00:00:00
Concord,10.51,0,63,67,51,2020-11-06 00:00:00
Concord,7.16,0,54,64,48,2020-11-07 00:00:00
Concord,9.84,0.01,54,61,38,2020-11-08 00:00:00
Concord,3.13,0,46,60,34,2020-11-09 00:00:00
Concord,3.8,0,49,66,38,2020-11-10 00:00:00
Concord,3.36,0,56,59,43,2020-11-11 00:00:00
Concord,2.91,0,49,65,37,2020-11-12 00:00:00
Concord,9.4,0.02,53,61,47,2020-11-13 00:00:00
Concord,2.91,0,54,65,42,2020-11-14 00:00:00
Concord,3.36,0,53,70,40,2020-11-15 00:00:00
Concord,4.92,0,57,69,48,2020-11-16 00:00:00
Concord,10.96,0.13,56,69,46,2020-11-17 00:00:00
Concord,7.38,0.14,60,64,48,2020-11-18 00:00:00
Concord,2.91,0,53,66,38,2020-11-19 00:00:00
Concord,2.46,0,51,66,38,2020-11-20 00:00:00
Concord,2.24,0,49,66,35,2020-11-21 00:00:00
Concord,5.37,0,49,65,37,2020-11-22 00:00:00
Concord,4.47,0,55,66,47,2020-11-23 00:00:00
Concord,5.37,0,53,70,43,2020-11-24 00:00:00
Concord,7.16,0,55,64,42,2020-11-25 00:00:00
Concord,6.26,0,50,65,36,2020-11-26 00:00:00
Concord,2.46,0,52,63,37,2020-11-27 00:00:00
Concord,3.13,0,47,64,34,2020-11-28 00:00:00
Concord,3.36,0,48,66,34,2020-11-29 00:00:00
Concord,3.8,0,49,66,35,2020-11-30 00:00:00
Concord,2.68,0,50,67,37,2020-12-01 00:00:00
Concord,2.91,0,49,66,36,2020-12-02 00:00:00
Concord,3.13,0,49,64,38,2020-12-03 00:00:00
Concord,2.68,0,51,69,38,2020-12-04 00:00:00
Concord,2.91,0,48,61,36,2020-12-05 00:00:00
Concord,3.13,0,51,65,40,2020-12-06 00:00:00
Concord,5.37,0,54,74,40,2020-12-07 00:00:00
Concord,3.13,0,53,68,39,2020-12-08 00:00:00
Concord,3.36,0,50,66,37,2020-12-09 00:00:00
Concord,4.47,0,52,70,41,2020-12-10 00:00:00
Concord,4.92,0.26,51,56,44,2020-12-11 00:00:00
Concord,6.49,0.01,52,58,45,2020-12-12 00:00:00
Concord,5.59,0.36,51,60,45,2020-12-13 00:00:00
Concord,4.25,0,50,59,39,2020-12-14 00:00:00
Concord,2.01,0,48,59,40,2020-12-15 00:00:00
Concord,3.36,0,47,57,38,2020-12-16 00:00:00
Concord,7.16,0.23,54,60,41,2020-12-17 00:00:00
Concord,2.68,0,48,62,36,2020-12-18 00:00:00
Concord,2.91,0,44,57,35,2020-12-19 00:00:00
Concord,2.91,0,43,59,33,2020-12-20 00:00:00
Concord,3.58,0,41,49,35,2020-12-21 00:00:00
Concord,2.91,0,47,61,40,2020-12-22 00:00:00
Concord,5.59,0,47,56,35,2020-12-23 00:00:00
Concord,4.92,0,45,55,39,2020-12-24 00:00:00
Concord,5.82,0.05,47,57,39,2020-12-25 00:00:00
Concord,6.26,0.02,56,61,43,2020-12-26 00:00:00
Concord,4.7,0,48,58,42,2020-12-27 00:00:00
Concord,4.7,0.01,50,56,42,2020-12-28 00:00:00
Concord,3.8,0,47,63,36,2020-12-29 00:00:00
Concord,5.59,0,46,61,35,2020-12-30 00:00:00
Concord,5.14,0.01,52,61,42,2020-12-31 00:00:00
Concord,3.36,0,47,57,37,2021-01-01 00:00:00
Concord,1.79,0.06,48,51,47,2021-01-02 00:00:00
Concord,2.24,0,50,57,44,2021-01-03 00:00:00
Concord,8.5,,53,61,46,2021-01-04 00:00:00
Concord,3.8,0,49,57,42,2021-01-05 00:00:00
Concord,3.8,0,46,57,37,2021-01-06 00:00:00
Concord,4.25,0,51,58,42,2021-01-07 00:00:00
Concord,4.25,0,49,61,42,2021-01-08 00:00:00
Concord,2.68,0,47,63,36,2021-01-09 00:00:00
Concord,2.46,0,46,54,38,2021-01-10 00:00:00
Concord,3.36,0,48,60,36,2021-01-11 00:00:00
Concord,1.57,0,50,62,43,2021-01-12 00:00:00
Concord,4.7,0,55,68,46,2021-01-13 00:00:00
Concord,2.91,0,56,68,44,2021-01-14 00:00:00
Concord,2.46,0,52,66,41,2021-01-15 00:00:00
Concord,1.57,0,57,75,46,2021-01-16 00:00:00
Concord,2.46,0,59,76,46,2021-01-17 00:00:00
Concord,8.95,0,63,78,50,2021-01-18 00:00:00
Concord,14.99,0,60,66,46,2021-01-19 00:00:00
Concord,2.68,0,53,69,39,2021-01-20 00:00:00
Concord,4.03,0,50,64,37,2021-01-21 00:00:00
Concord,5.82,0.14,51,55,44,2021-01-22 00:00:00
Concord,4.47,0,49,59,43,2021-01-23 00:00:00
Concord,10.07,0.12,48,53,42,2021-01-24 00:00:00
Concord,15.21,0,47,56,41,2021-01-25 00:00:00
Concord,11.41,0.31,44,51,33,2021-01-26 00:00:00
Concord,7.16,0.42,50,56,46,2021-01-27 00:00:00
Concord,5.14,0.22,50,54,47,2021-01-28 00:00:00
Concord,3.58,0.1,49,55,43,2021-01-29 00:00:00
Concord,2.24,0,50,60,44,2021-01-30 00:00:00
Concord,2.24,0,54,66,47,2021-01-31 00:00:00
Concord,8.5,0.15,55,68,43,2021-02-01 00:00:00
Concord,7.38,0.07,57,62,47,2021-02-02 00:00:00
Concord,6.71,0,50,59,39,2021-02-03 00:00:00
Concord,3.8,0,49,64,37,2021-02-04 00:00:00
Concord,2.46,0,51,68,36,2021-02-05 00:00:00
Concord,2.91,0,52,68,38,2021-02-06 00:00:00
Concord,2.24,0,52,68,38,2021-02-07 00:00:00
Concord,3.36,0,51,64,38,2021-02-08 00:00:00
Concord,5.14,0,56,63,51,2021-02-09 00:00:00
Concord,7.61,0,56,66,47,2021-02-10 00:00:00
Concord,8.05,0.17,54,59,49,2021-02-11 00:00:00
Concord,8.28,0,54,63,47,2021-02-12 00:00:00
Concord,12.3,0,56,63,49,2021-02-13 00:00:00
Concord,5.37,0.05,51,58,44,2021-02-14 00:00:00
Concord,9.17,0.06,54,63,50,2021-02-15 00:00:00
Concord,5.82,0,52,60,42,2021-02-16 00:00:00
Concord,4.7,0,50,64,38,2021-02-17 00:00:00
Concord,4.7,0,51,65,37,2021-02-18 00:00:00
Concord,6.93,0.11,55,60,49,2021-02-19 00:00:00
Concord,8.05,0.02,53,62,47,2021-02-20 00:00:00
Concord,3.36,0,51,67,38,2021-02-21 00:00:00
Concord,4.25,0,57,72,45,2021-02-22 00:00:00
Concord,4.25,0,60,81,44,2021-02-23 00:00:00
Concord,6.04,0,57,72,39,2021-02-24 00:00:00
Concord,4.03,0,56,70,40,2021-02-25 00:00:00
Concord,7.38,0,54,66,40,2021-02-26 00:00:00
Concord,5.82,0,53,67,38,2021-02-27 00:00:00
Concord,4.7,0,53,68,37,2021-02-28 00:00:00
Concord,2.68,0,54,71,39,2021-03-01 00:00:00
Concord,4.25,0,55,71,42,2021-03-02 00:00:00
Concord,7.61,0,55,71,43,2021-03-03 00:00:00
Concord,4.7,0,52,65,40,2021-03-04 00:00:00
Concord,6.93,0.11,52,68,40,2021-03-05 00:00:00
Concord,7.16,0.04,54,62,44,2021-03-06 00:00:00
Concord,8.5,0,51,65,38,2021-03-07 00:00:00
Concord,9.4,0,53,60,41,2021-03-08 00:00:00
Concord,8.72,0.15,51,60,44,2021-03-09 00:00:00
Concord,8.05,0.18,49,55,44,2021-03-10 00:00:00
Concord,6.26,0.03,48,59,42,2021-03-11 00:00:00
Concord,6.04,0,52,71,41,2021-03-12 00:00:00
Concord,10.51,0,55,62,45,2021-03-13 00:00:00
Concord,10.51,0.13,52,60,45,2021-03-14 00:00:00
Concord,9.17,0,48,53,40,2021-03-15 00:00:00
