location,wind_avg,precip,temp_avg,temp_max,temp_min,timestamp
Concord,7.61,0,48,61,37,2021-03-16 00:00:00
Concord,5.14,0,48,59,38,2021-03-17 00:00:00
Concord,3.8,0.2,53,58,50,2021-03-18 00:00:00
Concord,5.59,0,54,64,47,2021-03-19 00:00:00
Concord,6.04,0,52,63,41,2021-03-20 00:00:00
Concord,7.61,0,52,70,39,2021-03-21 00:00:00
Concord,10.51,0,55,67,47,2021-03-22 00:00:00
Concord,12.08,0,56,67,41,2021-03-23 00:00:00
Concord,7.83,0,57,73,41,2021-03-24 00:00:00
Concord,8.05,0,56,67,48,2021-03-25 00:00:00
Concord,5.37,0,57,75,42,2021-03-26 00:00:00
Concord,4.25,0,60,79,42,2021-03-27 00:00:00
Concord,5.37,0,63,80,45,2021-03-28 00:00:00
Concord,6.71,0,60,76,47,2021-03-29 00:00:00
Concord,4.92,0,61,80,44,2021-03-30 00:00:00
Concord,4.92,0,67,83,50,2021-03-31 00:00:00
Concord,5.59,0,67,86,49,2021-04-01 00:00:00
Concord,6.93,0,65,80,49,2021-04-02 00:00:00
Concord,11.18,0,56,64,48,2021-04-03 00:00:00
Concord,7.83,0,56,68,50,2021-04-04 00:00:00
Concord,10.07,0,55,64,49,2021-04-05 00:00:00
Concord,7.38,0,56,73,46,2021-04-06 00:00:00
Concord,10.74,0,56,70,46,2021-04-07 00:00:00
Concord,8.95,0,57,74,45,2021-04-08 00:00:00
Concord,14.54,0,58,69,49,2021-04-09 00:00:00
Concord,10.51,0,57,78,46,2021-04-10 00:00:00
Concord,9.62,0,61,80,49,2021-04-11 00:00:00
Concord,6.93,0,62,81,47,2021-04-12 00:00:00
Concord,17.67,0,60,69,50,2021-04-13 00:00:00
Concord,8.72,0,57,73,49,2021-04-14 00:00:00
Concord,8.28,0,58,73,48,2021-04-15 00:00:00
Concord,8.95,0,58,76,46,2021-04-16 00:00:00
Concord,9.4,0,61,82,48,2021-04-17 00:00:00
Concord,4.92,0,67,90,45,2021-04-18 00:00:00
Concord,12.75,0,67,80,51,2021-04-19 00:00:00
Concord,16.55,0,59,69,52,2021-04-20 00:00:00
Concord,13.87,0,59,75,51,2021-04-21 00:00:00
Concord,12.53,0,57,67,50,2021-04-22 00:00:00
Concord,12.3,0,57,71,51,2021-04-23 00:00:00
Concord,10.07,0,56,67,50,2021-04-24 00:00:00
Concord,9.62,0.01,55,62,47,2021-04-25 00:00:00
Concord,8.28,0,53,66,42,2021-04-26 00:00:00
Concord,7.61,0,58,79,44,2021-04-27 00:00:00
Concord,4.92,0,66,86,49,2021-04-28 00:00:00
Concord,6.71,0,69,88,52,2021-04-29 00:00:00
Concord,9.17,0,66,84,51,2021-04-30 00:00:00
Concord,14.76,0,62,77,53,2021-05-01 00:00:00
Concord,9.4,0,64,83,52,2021-05-02 00:00:00
Concord,6.71,0,70,91,51,2021-05-03 00:00:00
Concord,5.37,0,74,90,58,2021-05-04 00:00:00
Concord,6.04,0,72,93,54,2021-05-05 00:00:00
Concord,10.51,0,64,78,51,2021-05-06 00:00:00
Concord,8.5,0,63,80,52,2021-05-07 00:00:00
Concord,6.71,0,69,91,50,2021-05-08 00:00:00
Concord,5.82,0,74,87,58,2021-05-09 00:00:00
Concord,6.49,0,72,93,54,2021-05-10 00:00:00
Concord,6.26,0,74,93,54,2021-05-11 00:00:00
Concord,7.16,0,69,87,51,2021-05-12 00:00:00
Concord,10.07,0,64,80,51,2021-05-13 00:00:00
Concord,17.45,0,60,71,52,2021-05-14 00:00:00
Concord,12.97,0,57,70,52,2021-05-15 00:00:00
Concord,12.97,0,59,68,53,2021-05-16 00:00:00
Concord,14.54,0,59,70,53,2021-05-17 00:00:00
Concord,13.87,0,63,81,53,2021-05-18 00:00:00
Concord,13.42,0,61,73,52,2021-05-19 00:00:00
Concord,8.95,0.01,59,71,49,2021-05-20 00:00:00
Concord,9.62,0,60,74,48,2021-05-21 00:00:00
Concord,10.74,0,62,78,50,2021-05-22 00:00:00
Concord,11.63,0,61,75,52,2021-05-23 00:00:00
Concord,9.84,0,65,85,53,2021-05-24 00:00:00
Concord,10.51,0,67,79,58,2021-05-25 00:00:00
Concord,10.07,0,67,87,54,2021-05-26 00:00:00
Concord,12.3,0,65,82,52,2021-05-27 00:00:00
Concord,12.3,0,68,86,54,2021-05-28 00:00:00
Concord,19.46,0,61,72,53,2021-05-29 00:00:00
Concord,8.95,0,65,95,53,2021-05-30 00:00:00
Concord,7.38,0,75,98,56,2021-05-31 00:00:00
Concord,8.72,0,75,92,58,2021-06-01 00:00:00
Concord,10.74,0,70,86,54,2021-06-02 00:00:00
Concord,11.86,0,69,94,55,2021-06-03 00:00:00
Concord,15.43,0,72,86,57,2021-06-04 00:00:00
Concord,13.42,0,67,89,56,2021-06-05 00:00:00
Concord,14.99,0,70,84,56,2021-06-06 00:00:00
Concord,15.21,0,64,76,54,2021-06-07 00:00:00
Concord,11.86,0,62,70,53,2021-06-08 00:00:00
Concord,12.75,0,60,70,52,2021-06-09 00:00:00
Concord,9.62,0,61,75,51,2021-06-10 00:00:00
Concord,9.62,0,64,79,53,2021-06-11 00:00:00
Concord,8.95,0,71,88,62,2021-06-12 00:00:00
Concord,10.96,0,72,84,63,2021-06-13 00:00:00
Concord,10.74,0,71,81,62,2021-06-14 00:00:00
Concord,7.61,0,69,88,58,2021-06-15 00:00:00
Concord,4.92,0,77,98,59,2021-06-16 00:00:00
Concord,3.8,0,84,107,64,2021-06-17 00:00:00
Concord,6.93,0,85,107,65,2021-06-18 00:00:00
Concord,8.28,0,78,99,60,2021-06-19 00:00:00
Concord,10.74,0,74,90,57,2021-06-20 00:00:00
Concord,14.32,0,66,75,57,2021-06-21 00:00:00
Concord,12.3,0,67,76,61,2021-06-22 00:00:00
Concord,10.29,0,67,78,60,2021-06-23 00:00:00
Concord,11.63,0,67,79,59,2021-06-24 00:00:00
Concord,12.08,0,67,88,57,2021-06-25 00:00:00
Concord,10.74,0,70,94,58,2021-06-26 00:00:00
Concord,13.65,0,70,87,59,2021-06-27 00:00:00
Concord,13.2,0,69,85,58,2021-06-28 00:00:00
Concord,13.42,0,72,92,60,2021-06-29 00:00:00
Concord,18.57,0,69,80,59,2021-06-30 00:00:00
Concord,13.42,0,67,83,59,2021-07-01 00:00:00
Concord,12.3,0,69,88,59,2021-07-02 00:00:00
Concord,10.51,0,69,87,59,2021-07-03 00:00:00
Concord,10.51,0,69,84,58,2021-07-04 00:00:00
Concord,11.18,0,68,85,57,2021-07-05 00:00:00
Concord,13.65,0,67,86,58,2021-07-06 00:00:00
Concord,15.21,0,66,86,56,2021-07-07 00:00:00
Concord,7.83,0,70,100,56,2021-07-08 00:00:00
Concord,7.16,0,82,103,64,2021-07-09 00:00:00
Concord,7.61,0,79,105,60,2021-07-10 00:00:00
Concord,10.74,0,77,94,58,2021-07-11 00:00:00
Concord,15.21,0,67,84,56,2021-07-12 00:00:00
Concord,14.09,0,65,78,56,2021-07-13 00:00:00
Concord,11.41,0,66,82,56,2021-07-14 00:00:00
Concord,14.09,0,65,83,56,2021-07-15 00:00:00
Concord,11.86,0,66,88,56,2021-07-16 00:00:00
Concord,8.05,0,72,94,57,2021-07-17 00:00:00
Concord,7.38,0,75,98,58,2021-07-18 00:00:00
Concord,9.17,0,77,98,60,2021-07-19 00:00:00
Concord,12.53,0,72,89,59,2021-07-20 00:00:00
Concord,12.3,0,72,92,59,2021-07-21 00:00:00
Concord,11.63,0,72,92,60,2021-07-22 00:00:00
Concord,7.83,0,72,95,57,2021-07-23 00:00:00
Concord,9.17,0,72,95,57,2021-07-24 00:00:00
Concord,9.17,0,73,93,58,2021-07-25 00:00:00
Concord,9.17,0,71,85,59,2021-07-26 00:00:00
Concord,5.14,0,71,98,62,2021-07-27 00:00:00
Concord,7.83,0,77,98,61,2021-07-28 00:00:00
Concord,7.61,0,76,95,61,2021-07-29 00:00:00
Concord,9.17,0,75,96,60,2021-07-30 00:00:00
Concord,11.18,0,73,86,60,2021-07-31 00:00:00
Concord,10.51,0,70,84,59,2021-08-01 00:00:00
Concord,9.84,0,69,91,59,2021-08-02 00:00:00
Concord,6.71,0,71,94,54,2021-08-03 00:00:00
Concord,10.07,0,72,89,57,2021-08-04 00:00:00
Concord,12.97,0,68,82,59,2021-08-05 00:00:00
Concord,6.71,0,72,95,60,2021-08-06 00:00:00
Concord,6.49,0,73,93,60,2021-08-07 00:00:00
Concord,9.62,0,72,87,59,2021-08-08 00:00:00
Concord,7.38,0,72,93,59,2021-08-09 00:00:00
Concord,7.38,0,74,98,59,2021-08-10 00:00:00
Concord,6.71,0,77,94,62,2021-08-11 00:00:00
Concord,9.84,0,75,92,63,2021-08-12 00:00:00
Concord,10.74,0,73,86,63,2021-08-13 00:00:00
Concord,9.62,0,75,95,63,2021-08-14 00:00:00
Concord,8.5,0,74,97,61,2021-08-15 00:00:00
Concord,10.96,0,77,98,63,2021-08-16 00:00:00
Concord,17,0,72,83,62,2021-08-17 00:00:00
Concord,6.71,0,68,84,58,2021-08-18 00:00:00
Concord,8.05,0,69,80,59,2021-08-19 00:00:00
Concord,8.72,0,67,81,60,2021-08-20 00:00:00
Concord,11.41,0,65,72,59,2021-08-21 00:00:00
Concord,7.83,0,65,82,59,2021-08-22 00:00:00
Concord,8.72,0,66,78,57,2021-08-23 00:00:00
Concord,9.4,0,65,82,56,2021-08-24 00:00:00
Concord,8.5,0,65,85,56,2021-08-25 00:00:00
Concord,4.03,0,70,94,55,2021-08-26 00:00:00
Concord,2.68,0,78,99,60,2021-08-27 00:00:00
Concord,3.8,0,81,103,62,2021-08-28 00:00:00
Concord,6.26,0,79,98,61,2021-08-29 00:00:00
Concord,7.61,0,73,95,58,2021-08-30 00:00:00
Concord,11.63,0,73,86,60,2021-08-31 00:00:00
Concord,13.42,0,65,73,58,2021-09-01 00:00:00
Concord,7.16,0,64,80,57,2021-09-02 00:00:00
Concord,6.71,0,65,85,55,2021-09-03 00:00:00
Concord,4.7,0,69,94,53,2021-09-04 00:00:00
Concord,4.25,0,74,98,54,2021-09-05 00:00:00
Concord,4.03,0,77,101,58,2021-09-06 00:00:00
Concord,5.82,0,80,98,62,2021-09-07 00:00:00
Concord,4.7,0,82,102,64,2021-09-08 00:00:00
Concord,9.17,0,77,94,63,2021-09-09 00:00:00
Concord,11.41,0,72,85,63,2021-09-10 00:00:00
Concord,5.37,0,72,92,58,2021-09-11 00:00:00
Concord,4.7,0,74,95,58,2021-09-12 00:00:00
Concord,4.7,0,75,94,59,2021-09-13 00:00:00
Concord,5.14,0,74,95,57,2021-09-14 00:00:00
Concord,9.84,0,68,81,57,2021-09-15 00:00:00
Concord,9.17,0,63,75,57,2021-09-16 00:00:00
Concord,10.51,0,63,77,56,2021-09-17 00:00:00
Concord,12.3,0,63,74,58,2021-09-18 00:00:00
Concord,7.61,0,68,81,60,2021-09-19 00:00:00
Concord,4.25,0,71,91,55,2021-09-20 00:00:00
Concord,3.58,0,75,96,57,2021-09-21 00:00:00
Concord,6.49,0,77,93,59,2021-09-22 00:00:00
Concord,3.13,0,72,96,55,2021-09-23 00:00:00
Concord,5.14,0,75,94,60,2021-09-24 00:00:00
Concord,9.4,0,69,81,58,2021-09-25 00:00:00
Concord,10.51,0,65,77,58,2021-09-26 00:00:00
Concord,10.51,0,65,75,58,2021-09-27 00:00:00
Concord,6.26,0,66,81,57,2021-09-28 00:00:00
Concord,4.47,0,66,83,54,2021-09-29 00:00:00
Concord,2.91,0,69,90,52,2021-09-30 00:00:00
Concord,3.8,0,71,90,53,2021-10-01 00:00:00
Concord,3.8,0,73,93,55,2021-10-02 00:00:00
Concord,2.68,0,73,92,55,2021-10-03 00:00:00
Concord,3.36,0,73,92,55,2021-10-04 00:00:00
Concord,8.5,0,70,82,57,2021-10-05 00:00:00
Concord,12.75,0,64,75,57,2021-10-06 00:00:00
Concord,10.74,0,61,70,56,2021-10-07 00:00:00
Concord,10.07,0,59,68,55,2021-10-08 00:00:00
Concord,5.14,0,60,75,50,2021-10-09 00:00:00
Concord,4.25,0,64,82,50,2021-10-10 00:00:00
Concord,15.21,0,64,71,54,2021-10-11 00:00:00
Concord,10.07,0,62,73,52,2021-10-12 00:00:00
Concord,7.83,0,60,71,53,2021-10-13 00:00:00
Concord,3.13,0,61,79,47,2021-10-14 00:00:00
Concord,2.91,0,62,82,47,2021-10-15 00:00:00
Concord,3.58,0,64,84,48,2021-10-16 00:00:00
Concord,9.4,0.02,63,73,48,2021-10-17 00:00:00
Concord,6.71,0,56,66,48,2021-10-18 00:00:00
Concord,5.82,0.02,55,71,44,2021-10-19 00:00:00
Concord,5.14,0.21,61,67,55,2021-10-20 00:00:00
Concord,7.38,0.18,61,72,58,2021-10-21 00:00:00
Concord,8.5,0.18,64,66,57,2021-10-22 00:00:00
Concord,8.28,0.29,60,67,54,2021-10-23 00:00:00
Concord,15.21,4.53,61,64,57,2021-10-24 00:00:00
Concord,8.95,0.26,59,65,51,2021-10-25 00:00:00
Concord,5.59,0,57,66,52,2021-10-26 00:00:00
Concord,3.13,0,61,73,52,2021-10-27 00:00:00
Concord,3.58,0,64,77,53,2021-10-28 00:00:00
Concord,3.58,0,63,77,52,2021-10-29 00:00:00
Concord,8.5,0,62,66,53,2021-10-30 00:00:00
Concord,5.59,0,58,65,53,2021-10-31 00:00:00
Concord,4.47,0.16,60,66,57,2021-11-01 00:00:00
Concord,2.68,0.05,62,69,55,2021-11-02 00:00:00
Concord,4.25,0,60,74,50,2021-11-03 00:00:00
Concord,7.16,0,64,69,52,2021-11-04 00:00:00
Concord,6.49,0,56,65,48,2021-11-05 00:00:00
Concord,6.26,0,57,63,52,2021-11-06 00:00:00
Concord,3.36,0,54,63,42,2021-11-07 00:00:00
Concord,3.8,0.35,51,62,42,2021-11-08 00:00:00
Concord,5.14,0.1,57,66,51,2021-11-09 00:00:00
Concord,2.01,0,59,67,53,2021-11-10 00:00:00
Concord,2.01,0,58,71,50,2021-11-11 00:00:00
Concord,2.91,0,55,64,49,2021-11-12 00:00:00
Concord,2.24,0,55,64,50,2021-11-13 00:00:00
Concord,4.92,0,54,59,51,2021-11-14 00:00:00
Concord,2.68,0,54,59,51,2021-11-15 00:00:00
Concord,1.57,0,56,65,48,2021-11-16 00:00:00
Concord,2.68,0,53,64,43,2021-11-17 00:00:00
Concord,2.24,0,51,59,44,2021-11-18 00:00:00
Concord,2.46,0.03,56,62,49,2021-11-19 00:00:00
Concord,1.34,0,57,68,45,2021-11-20 00:00:00
Concord,3.58,0,53,67,41,2021-11-21 00:00:00
Concord,2.91,0,52,66,38,2021-11-22 00:00:00
Concord,2.68,0,52,64,42,2021-11-23 00:00:00
Concord,3.8,0,50,67,37,2021-11-24 00:00:00
Concord,3.58,0,49,61,37,2021-11-25 00:00:00
Concord,2.91,0,51,67,41,2021-11-26 00:00:00
Concord,2.68,0,53,67,42,2021-11-27 00:00:00
Concord,2.24,0,54,68,43,2021-11-28 00:00:00
Concord,3.13,0,54,70,44,2021-11-29 00:00:00
Concord,1.79,0,54,67,43,2021-11-30 00:00:00
Concord,3.58,0,55,71,45,2021-12-01 00:00:00
Concord,2.01,0,53,68,41,2021-12-02 00:00:00
Concord,6.04,0,52,57,46,2021-12-03 00:00:00
Concord,5.82,0,53,59,50,2021-12-04 00:00:00
Concord,2.68,0,51,57,47,2021-12-05 00:00:00
Concord,1.57,0.01,48,51,44,2021-12-06 00:00:00
Concord,4.03,0,52,62,46,2021-12-07 00:00:00
Concord,3.8,0.01,51,55,46,2021-12-08 00:00:00
Concord,5.14,0,53,58,42,2021-12-09 00:00:00
Concord,3.36,0,47,58,37,2021-12-10 00:00:00
Concord,3.8,0,44,57,34,2021-12-11 00:00:00
Concord,12.08,0.26,51,56,46,2021-12-12 00:00:00
Concord,9.17,2.04,54,59,44,2021-12-13 00:00:00
Concord,7.83,0.14,47,52,40,2021-12-14 00:00:00
Concord,12.75,0.45,46,56,41,2021-12-15 00:00:00
Concord,4.03,0.23,51,57,43,2021-12-16 00:00:00
Concord,2.91,0,45,54,36,2021-12-17 00:00:00
Concord,5.14,0,43,50,36,2021-12-18 00:00:00
Concord,2.01,0,43,49,38,2021-12-19 00:00:00
Concord,4.7,0,44,49,38,2021-12-20 00:00:00
Concord,4.92,0.28,44,49,40,2021-12-21 00:00:00
Concord,4.03,0.37,44,48,42,2021-12-22 00:00:00
Concord,5.14,0.71,52,58,48,2021-12-23 00:00:00
Concord,9.84,0.14,52,55,49,2021-12-24 00:00:00
Concord,9.17,0.08,50,54,43,2021-12-25 00:00:00
Concord,8.5,0.04,44,50,38,2021-12-26 00:00:00
Concord,9.4,0.01,48,51,41,2021-12-27 00:00:00
Concord,2.91,0,43,47,40,2021-12-28 00:00:00
Concord,5.82,,44,45,42,2021-12-29 00:00:00
Concord,3.8,0,45,54,39,2021-12-30 00:00:00
Concord,2.91,0,43,54,35,2021-12-31 00:00:00
Concord,2.91,0,42,52,32,2022-01-01 00:00:00
Concord,2.46,0,38,50,28,2022-01-02 00:00:00
Concord,8.5,0,46,57,40,2022-01-03 00:00:00
Concord,5.82,0,54,60,50,2022-01-04 00:00:00
Concord,5.14,0,54,61,48,2022-01-05 00:00:00
Concord,2.91,0,51,53,45,2022-01-06 00:00:00
Concord,6.49,0,53,59,45,2022-01-07 00:00:00
Concord,2.91,0,47,57,37,2022-01-08 00:00:00
Concord,5.14,0,46,54,37,2022-01-09 00:00:00
Concord,3.8,0,49,61,42,2022-01-10 00:00:00
Concord,2.24,0,49,62,38,2022-01-11 00:00:00
Concord,3.8,0,49,61,39,2022-01-12 00:00:00
Concord,2.24,0,50,62,42,2022-01-13 00:00:00
Concord,2.01,0,51,67,38,2022-01-14 00:00:00
Concord,2.91,0,50,59,42,2022-01-15 00:00:00
Concord,2.91,0,50,59,43,2022-01-16 00:00:00
Concord,2.68,0,49,61,41,2022-01-17 00:00:00
Concord,2.91,0,49,59,38,2022-01-18 00:00:00
Concord,2.01,0,50,63,40,2022-01-19 00:00:00
Concord,1.79,0,50,64,39,2022-01-20 00:00:00
Concord,5.82,0,51,67,37,2022-01-21 00:00:00
Concord,8.5,0,60,66,42,2022-01-22 00:00:00
Concord,2.01,0,49,64,37,2022-01-23 00:00:00
Concord,2.91,0,49,62,39,2022-01-24 00:00:00
Concord,2.24,0,49,63,37,2022-01-25 00:00:00
Concord,3.13,0,47,60,35,2022-01-26 00:00:00
Concord,3.58,0,49,65,38,2022-01-27 00:00:00
Concord,3.36,0,47,63,35,2022-01-28 00:00:00
Concord,2.46,0,48,63,36,2022-01-29 00:00:00
Concord,2.46,0,47,62,34,2022-01-30 00:00:00
Concord,3.13,0,49,62,39,2022-01-31 00:00:00
Concord,6.71,0,48,62,32,2022-02-01 00:00:00
Concord,9.17,0,53,62,41,2022-02-02 00:00:00
Concord,2.91,0,49,63,36,2022-02-03 00:00:00
Concord,2.91,0,47,63,34,2022-02-04 00:00:00
Concord,3.36,0,49,65,40,2022-02-05 00:00:00
Concord,2.46,0,49,66,35,2022-02-06 00:00:00
Concord,2.46,0,51,68,37,2022-02-07 00:00:00
Concord,2.24,0,53,71,38,2022-02-08 00:00:00
Concord,3.13,0,54,73,39,2022-02-09 00:00:00
Concord,2.68,0,57,76,43,2022-02-10 00:00:00
Concord,2.91,0,58,75,43,2022-02-11 00:00:00
Concord,2.91,0,58,72,43,2022-02-12 00:00:00
Concord,2.91,0,58,74,42,2022-02-13 00:00:00
Concord,9.4,0,54,61,42,2022-02-14 00:00:00
Concord,9.4,0,52,61,40,2022-02-15 00:00:00
Concord,5.82,0,53,72,37,2022-02-16 00:00:00
Concord,5.14,0,57,67,41,2022-02-17 00:00:00
Concord,3.8,0,53,67,41,2022-02-18 00:00:00
Concord,2.46,0,53,72,39,2022-02-19 00:00:00
Concord,9.4,0,53,61,40,2022-02-20 00:00:00
Concord,10.74,0,49,58,39,2022-02-21 00:00:00
Concord,9.62,0.01,48,54,37,2022-02-22 00:00:00
Concord,3.36,0,42,56,30,2022-02-23 00:00:00
Concord,4.7,0,44,58,31,2022-02-24 00:00:00
Concord,3.58,0,46,61,33,2022-02-25 00:00:00
Concord,3.58,0,47,59,36,2022-02-26 00:00:00
Concord,3.36,0,52,69,38,2022-02-27 00:00:00
Concord,2.91,0,56,73,40,2022-02-28 00:00:00
Concord,4.03,0,59,74,44,2022-03-01 00:00:00
Concord,4.47,0,57,72,44,2022-03-02 00:00:00
Concord,3.13,0.01,54,58,48,2022-03-03 00:00:00
Concord,11.18,0.03,55,63,46,2022-03-04 00:00:00
Concord,4.47,0,47,58,39,2022-03-05 00:00:00
Concord,3.8,0,49,65,36,2022-03-06 00:00:00
Concord,5.59,0,51,69,35,2022-03-07 00:00:00
Concord,2.91,0,55,74,38,2022-03-08 00:00:00
Concord,5.82,0,57,70,41,2022-03-09 00:00:00
Concord,6.49,0,54,68,39,2022-03-10 00:00:00
Concord,3.8,0,53,73,38,2022-03-11 00:00:00
Concord,6.49,0,55,72,38,2022-03-12 00:00:00
Concord,7.61,0,56,64,46,2022-03-13 00:00:00
Concord,6.26,0,55,72,43,2022-03-14 00:00:00
Concord,7.38,0.04,62,69,52,2022-03-15 00:00:00
Concord,5.14,0,58,72,47,2022-03-16 00:00:00
Concord,9.17,0,58,71,48,2022-03-17 00:00:00
Concord,6.04,0,57,73,44,2022-03-18 00:00:00
Concord,8.05,0.01,56,60,47,2022-03-19 00:00:00
Concord,5.82,0,54,70,41,2022-03-20 00:00:00
Concord,5.82,0,58,77,44,2022-03-21 00:00:00
Concord,4.7,0,67,85,51,2022-03-22 00:00:00
Concord,5.59,0,65,78,50,2022-03-23 00:00:00
Concord,5.82,0,61,78,46,2022-03-24 00:00:00
Concord,9.17,0,57,75,46,2022-03-25 00:00:00
Concord,7.61,0,60,75,48,2022-03-26 00:00:00
Concord,8.5,0.08,58,67,51,2022-03-27 00:00:00
Concord,6.04,0.38,57,65,50,2022-03-28 00:00:00
Concord,10.07,0,56,68,47,2022-03-29 00:00:00
Concord,12.53,0,55,65,51,2022-03-30 00:00:00
Concord,5.14,0,56,72,46,2022-03-31 00:00:00
Concord,4.92,0,59,77,47,2022-04-01 00:00:00
Concord,5.82,0,62,80,48,2022-04-02 00:00:00
Concord,7.83,0,64,79,46,2022-04-03 00:00:00
Concord,10.07,0,61,72,53,2022-04-04 00:00:00
Concord,5.14,0,60,74,49,2022-04-05 00:00:00
Concord,4.92,0,63,86,46,2022-04-06 00:00:00
Concord,4.25,0,69,87,50,2022-04-07 00:00:00
Concord,6.71,0,71,88,54,2022-04-08 00:00:00
Concord,5.59,0,65,79,48,2022-04-09 00:00:00
Concord,9.62,0,60,72,43,2022-04-10 00:00:00
Concord,16.11,0,55,61,46,2022-04-11 00:00:00
Concord,11.41,0,51,62,40,2022-04-12 00:00:00
Concord,8.5,0,51,62,42,2022-04-13 00:00:00
Concord,11.18,0.01,54,61,51,2022-04-14 00:00:00
Concord,7.83,0,56,69,46,2022-04-15 00:00:00
Concord,10.96,0.22,59,69,47,2022-04-16 00:00:00
Concord,8.5,0,54,68,45,2022-04-17 00:00:00
Concord,10.29,0,55,71,44,2022-04-18 00:00:00
Concord,7.38,0.08,59,68,50,2022-04-19 00:00:00
Concord,10.29,0.2,58,72,47,2022-04-20 00:00:00
Concord,8.5,0.26,59,67,52,2022-04-21 00:00:00
Concord,6.93,0,56,66,47,2022-04-22 00:00:00
Concord,6.26,0,58,76,46,2022-04-23 00:00:00
Concord,5.59,0,62,80,49,2022-04-24 00:00:00
Concord,8.05,0,64,79,49,2022-04-25 00:00:00
Concord,11.18,0,62,72,51,2022-04-26 00:00:00
Concord,13.42,0,58,72,49,2022-04-27 00:00:00
Concord,10.51,0,57,68,47,2022-04-28 00:00:00
Concord,7.16,0,59,76,45,2022-04-29 00:00:00
Concord,12.3,0,64,76,52,2022-04-30 00:00:00
Concord,8.28,0,61,80,49,2022-05-01 00:00:00
Concord,11.18,0,60,70,50,2022-05-02 00:00:00
Concord,4.92,0,61,83,44,2022-05-03 00:00:00
Concord,4.25,0,68,89,49,2022-05-04 00:00:00
Concord,9.4,0,63,72,52,2022-05-05 00:00:00
Concord,10.07,0,63,72,57,2022-05-06 00:00:00
Concord,11.63,0,62,72,53,2022-05-07 00:00:00
Concord,14.32,0,56,63,49,2022-05-08 00:00:00
Concord,10.51,0,53,62,45,2022-05-09 00:00:00
Concord,8.5,0,52,64,43,2022-05-10 00:00:00
Concord,7.38,0,54,70,41,2022-05-11 00:00:00
Concord,9.17,0,57,70,45,2022-05-12 00:00:00
Concord,7.61,0,63,81,50,2022-05-13 00:00:00
Concord,5.82,0,69,88,54,2022-05-14 00:00:00
Concord,9.17,0,71,82,57,2022-05-15 00:00:00
Concord,12.75,0,64,76,54,2022-05-16 00:00:00
Concord,10.96,0,63,85,52,2022-05-17 00:00:00
Concord,8.72,0,70,94,53,2022-05-18 00:00:00
Concord,8.5,0,78,86,62,2022-05-19 00:00:00
Concord,6.49,0,68,83,51,2022-05-20 00:00:00
Concord,5.59,0,69,86,52,2022-05-21 00:00:00
Concord,7.16,0,70,88,52,2022-05-22 00:00:00
Concord,7.61,0,72,91,57,2022-05-23 00:00:00
Concord,4.47,0,76,98,57,2022-05-24 00:00:00
Concord,5.82,0,82,99,61,2022-05-25 00:00:00
Concord,14.76,0,66,69,55,2022-05-26 00:00:00
Concord,11.63,0,61,71,55,2022-05-27 00:00:00
Concord,12.75,0,63,73,56,2022-05-28 00:00:00
Concord,8.72,0,63,78,53,2022-05-29 00:00:00
Concord,7.16,0,65,79,53,2022-05-30 00:00:00
Concord,,0,67,87,51,2022-05-31 00:00:00
Concord,6.04,0,71,93,54,2022-06-01 00:00:00
Concord,10.96,0,73,83,60,2022-06-02 00:00:00
Concord,11.41,0,67,75,58,2022-06-03 00:00:00
Concord,7.16,0,66,76,59,2022-06-04 00:00:00
Concord,8.72,0,69,79,63,2022-06-05 00:00:00
Concord,8.28,0,69,83,58,2022-06-06 00:00:00
Concord,9.84,0,71,87,59,2022-06-07 00:00:00
Concord,12.75,0,71,85,61,2022-06-08 00:00:00
Concord,8.72,0,72,96,59,2022-06-09 00:00:00
Concord,9.17,0,83,100,66,2022-06-10 00:00:00
Concord,9.4,0,82,94,69,2022-06-11 00:00:00
Concord,11.41,0,73,79,60,2022-06-12 00:00:00
Concord,7.16,0,67,82,56,2022-06-13 00:00:00
Concord,5.37,0,72,90,56,2022-06-14 00:00:00
Concord,9.4,0,75,93,59,2022-06-15 00:00:00
Concord,12.75,0,68,81,57,2022-06-16 00:00:00
Concord,12.97,0,62,70,56,2022-06-17 00:00:00
Concord,9.17,0,62,76,53,2022-06-18 00:00:00
Concord,7.38,0,67,85,55,2022-06-19 00:00:00
Concord,6.49,0,74,93,57,2022-06-20 00:00:00
Concord,5.82,0,80,102,61,2022-06-21 00:00:00
Concord,6.26,0,84,97,65,2022-06-22 00:00:00
Concord,8.05,0,80,97,65,2022-06-23 00:00:00
Concord,7.16,0,78,99,60,2022-06-24 00:00:00
Concord,7.83,0,74,96,57,2022-06-25 00:00:00
Concord,9.4,0,72,95,54,2022-06-26 00:00:00
Concord,8.28,0,71,93,55,2022-06-27 00:00:00
Concord,8.05,0,77,94,59,2022-06-28 00:00:00
Concord,14.32,0,69,82,57,2022-06-29 00:00:00
Concord,17.9,0,64,77,55,2022-06-30 00:00:00
Concord,16.33,0,63,83,54,2022-07-01 00:00:00
Concord,17.45,0,61,70,55,2022-07-02 00:00:00
Concord,11.86,0,61,72,57,2022-07-03 00:00:00
Concord,9.17,0,66,81,57,2022-07-04 00:00:00
Concord,9.62,0,71,80,64,2022-07-05 00:00:00
Concord,10.51,0,68,75,61,2022-07-06 00:00:00
